1	no	no	2
1	no	no	5
1	no	no	8
1	yes	yes	11
1	yes	yes	11
2	yes	yes	2
2	no	no	5
2	no	no	7
2	no	no	10
2	yes	yes	8
3	yes	yes	2
3	yes	yes	4
3	yes	yes	8
3	no	no	11
3	yes	yes	11
4	yes	yes	1
4	no	no	5
4	yes	yes	5
4	yes	yes	11
4	yes	yes	14
5	no	no	4
5	yes	yes	6
5	no	no	6
5	no	no	14
5	no	no	14
6	no	no	2
6	yes	yes	5
6	no	no	7
6	no	no	8
6	no	no	14
7	yes	yes	1
7	yes	yes	5
7	no	no	4
7	yes	yes	5
7	no	no	16
8	no	no	1
8	no	no	5
8	no	no	8
8	yes	yes	11
8	no	no	14
9	no	no	2
9	yes	yes	5
9	no	no	7
9	no	no	11
9	no	no	11
10	no	no	1
10	yes	yes	5
10	yes	yes	8
10	no	no	5
10	no	no	8
11	yes	yes	1
11	yes	yes	5
11	yes	yes	5
11	yes	yes	7
11	no	no	13
12	yes	yes	2
12	no	no	1
12	yes	yes	2
12	no	no	8
12	yes	yes	8
13	no	no	1
13	no	no	5
13	no	no	5
13	no	no	10
13	yes	yes	14
14	yes	yes	1
14	yes	yes	5
14	no	no	7
14	yes	yes	7
14	no	no	10
15	no	no	2
15	yes	yes	1
15	yes	yes	8
15	yes	yes	8
15	no	no	14
16	no	no	2
16	no	no	2
16	no	no	7
16	no	no	10
16	no	no	10
17	yes	yes	2
17	yes	yes	1
17	yes	yes	2
17	yes	yes	11
17	no	no	13
18	yes	yes	2
18	yes	yes	2
18	no	no	8
18	yes	yes	8
18	no	no	13
19	no	no	1
19	yes	yes	1
19	no	no	2
19	no	no	10
19	yes	yes	10
20	yes	yes	2
20	no	no	4
20	yes	yes	2
20	yes	yes	8
20	no	no	13
21	no	no	1
21	no	no	5
21	yes	yes	8
21	yes	yes	11
21	no	no	11
22	no	no	3
22	no	no	3
22	yes	yes	9
22	no	no	9
22	no	no	15
23	yes	yes	1
23	yes	yes	5
23	no	no	4
23	no	no	7
23	yes	yes	14
24	no	no	1
24	yes	yes	1
24	yes	yes	5
24	yes	yes	5
24	no	no	11
25	no	no	1
25	yes	yes	4
25	yes	yes	4
25	no	no	11
25	no	no	14
26	no	no	2
26	yes	yes	2
26	no	no	7
26	no	no	10
26	yes	yes	14
27	no	no	2
27	yes	yes	2
27	no	no	4
27	yes	yes	10
27	yes	yes	13
28	yes	yes	1
28	yes	yes	5
28	yes	yes	5
28	no	no	8
28	no	no	8
29	no	no	1
29	yes	yes	5
29	yes	yes	7
29	yes	yes	7
29	yes	yes	11
30	yes	yes	2
30	yes	yes	2
30	no	no	8
30	yes	yes	5
30	no	no	11
31	yes	yes	1
31	yes	yes	5
31	no	no	8
31	no	no	11
31	no	no	13
32	yes	yes	1
32	no	no	5
32	no	no	7
32	yes	yes	11
32	yes	yes	10
33	yes	yes	2
33	no	no	5
33	yes	yes	8
33	yes	yes	8
33	no	no	14
34	yes	yes	2
34	yes	yes	2
34	yes	yes	8
34	yes	yes	8
34	yes	yes	8
35	no	no	1
35	no	no	1
35	no	no	7
35	yes	yes	10
35	yes	yes	14
36	no	no	2
36	no	no	4
36	no	no	4
36	no	no	7
36	yes	yes	11
37	no	no	1
37	yes	yes	5
37	no	no	5
37	no	no	11
37	yes	yes	14
38	no	no	2
38	yes	yes	5
38	no	no	2
38	no	no	7
38	no	no	14
39	no	no	2
39	no	no	2
39	yes	yes	7
39	yes	yes	11
39	no	no	14
40	yes	yes	1
40	no	no	1
40	no	no	7
40	no	no	11
40	yes	yes	11
41	no	no	2
41	yes	yes	4
41	yes	yes	7
41	yes	yes	7
41	yes	yes	13
42	yes	yes	2
42	yes	yes	5
42	no	no	5
42	no	no	7
42	no	no	13
43	yes	yes	2
43	no	no	2
43	yes	yes	2
43	no	no	5
43	yes	yes	14
44	yes	yes	1
44	no	no	1
44	no	no	7
44	no	no	11
44	no	no	11
45	no	no	2
45	no	no	2
45	yes	yes	2
45	no	no	11
45	yes	yes	14
46	no	no	2
46	no	no	5
46	yes	yes	5
46	no	no	11
46	yes	yes	14
47	yes	yes	1
47	yes	yes	1
47	yes	yes	8
47	yes	yes	11
47	no	no	11
48	yes	yes	3
48	yes	yes	3
48	no	no	10
48	no	no	10
48	no	no	15
49	no	no	1
49	yes	yes	5
49	no	no	5
49	no	no	10
49	yes	yes	13
50	yes	yes	1
50	no	no	1
50	yes	yes	7
50	yes	yes	10
50	no	no	11
51	no	no	2
51	no	no	4
51	no	no	8
51	no	no	7
51	yes	yes	8
52	no	no	1
52	no	no	1
52	yes	yes	5
52	yes	yes	5
52	yes	yes	14
53	yes	yes	1
53	no	no	1
53	yes	yes	7
53	yes	yes	11
53	yes	yes	11
54	no	no	1
54	no	no	4
54	yes	yes	7
54	yes	yes	11
54	yes	yes	13
55	yes	yes	1
55	yes	yes	2
55	no	no	8
55	yes	yes	11
55	no	no	10
56	no	no	3
56	no	no	3
56	no	no	7
56	yes	yes	10
56	yes	yes	10
57	yes	yes	1
57	yes	yes	4
57	yes	yes	8
57	yes	yes	10
57	no	no	13
58	yes	yes	1
58	yes	yes	4
58	yes	yes	8
58	yes	yes	10
58	yes	yes	10
59	yes	yes	1
59	no	no	5
59	yes	yes	4
59	yes	yes	11
59	no	no	10
60	yes	yes	4
60	no	no	7
60	yes	yes	6
60	no	no	9
60	yes	yes	10
61	yes	yes	2
61	no	no	4
61	yes	yes	4
61	no	no	10
61	yes	yes	10
62	yes	yes	4
62	no	no	7
62	yes	yes	10
62	no	no	13
62	no	no	13
63	yes	yes	2
63	yes	yes	1
63	yes	yes	5
63	no	no	11
63	no	no	13
64	yes	yes	18
64	no	no	20
64	yes	yes	20
64	yes	yes	23
64	no	no	30
65	no	no	1
65	yes	yes	5
65	no	no	4
65	no	no	11
65	yes	yes	14
66	yes	yes	2
66	no	no	1
66	yes	yes	2
66	no	no	11
66	no	no	11
67	no	no	2
67	no	no	2
67	yes	yes	7
67	yes	yes	8
67	no	no	8
68	yes	yes	1
68	no	no	5
68	no	no	8
68	no	no	10
68	no	no	10
69	yes	yes	2
69	yes	yes	4
69	no	no	4
69	no	no	8
69	yes	yes	14
70	yes	yes	2
70	no	no	4
70	no	no	8
70	no	no	11
70	yes	yes	13
71	no	no	2
71	yes	yes	5
71	no	no	5
71	no	no	5
71	no	no	13
72	yes	yes	2
72	yes	yes	2
72	no	no	2
72	yes	yes	8
72	no	no	13
73	yes	yes	2
73	yes	yes	5
73	no	no	5
73	no	no	11
73	yes	yes	10
74	yes	yes	1
74	no	no	5
74	yes	yes	8
74	yes	yes	7
74	no	no	13
75	yes	yes	2
75	no	no	5
75	no	no	8
75	yes	yes	10
75	no	no	14
76	yes	yes	1
76	no	no	4
76	yes	yes	4
76	yes	yes	8
76	yes	yes	13
77	yes	yes	1
77	yes	yes	5
77	yes	yes	2
77	yes	yes	11
77	yes	yes	11
78	no	no	4
78	no	no	4
78	no	no	4
78	yes	yes	10
78	no	no	15
79	yes	yes	1
79	yes	yes	1
79	no	no	7
79	yes	yes	11
79	yes	yes	13
80	yes	yes	4
80	no	no	4
80	no	no	4
80	yes	yes	13
80	no	no	13
81	no	no	4
81	no	no	3
81	yes	yes	6
81	yes	yes	10
81	no	no	15
82	no	no	2
82	no	no	5
82	yes	yes	8
82	no	no	11
82	yes	yes	8
83	yes	yes	2
83	no	no	5
83	yes	yes	8
83	yes	yes	8
83	no	no	14
84	yes	yes	1
84	no	no	1
84	yes	yes	7
84	yes	yes	7
84	no	no	16
85	yes	yes	2
85	yes	yes	5
85	no	no	4
85	no	no	10
85	no	no	13
86	yes	yes	1
86	no	no	4
86	no	no	4
86	no	no	11
86	yes	yes	13
87	no	no	1
87	yes	yes	5
87	no	no	7
87	yes	yes	10
87	no	no	10
88	no	no	2
88	no	no	4
88	yes	yes	5
88	no	no	5
88	yes	yes	10
89	no	no	2
89	yes	yes	2
89	yes	yes	5
89	no	no	11
89	no	no	11
90	no	no	1
90	no	no	1
90	no	no	8
90	yes	yes	8
90	no	no	13
91	yes	yes	2
91	yes	yes	2
91	no	no	7
91	yes	yes	10
91	no	no	11
92	no	no	2
92	yes	yes	2
92	no	no	7
92	no	no	10
92	yes	yes	13
93	no	no	2
93	no	no	5
93	yes	yes	8
93	no	no	11
93	no	no	14
94	no	no	1
94	yes	yes	5
94	no	no	5
94	no	no	11
94	no	no	11
95	no	no	3
95	yes	yes	4
95	no	no	4
95	no	no	12
95	no	no	15
96	yes	yes	2
96	no	no	2
96	no	no	8
96	no	no	8
96	yes	yes	14
97	no	no	1
97	yes	yes	1
97	yes	yes	7
97	no	no	7
97	no	no	10
98	no	no	1
98	no	no	4
98	yes	yes	7
98	no	no	7
98	yes	yes	8
99	yes	yes	1
99	no	no	1
99	no	no	2
99	yes	yes	8
99	no	no	8
100	no	no	1
100	no	no	5
100	no	no	7
100	no	no	7
100	yes	yes	14
101	no	no	2
101	no	no	5
101	yes	yes	8
101	no	no	8
101	yes	yes	8
102	yes	yes	2
102	yes	yes	5
102	yes	yes	8
102	no	no	8
102	no	no	8
103	yes	yes	4
103	yes	yes	4
103	no	no	9
103	no	no	12
103	no	no	12
104	yes	yes	2
104	no	no	5
104	yes	yes	8
104	yes	yes	11
104	no	no	13
105	no	no	2
105	no	no	2
105	yes	yes	7
105	yes	yes	7
105	no	no	8
106	no	no	2
106	no	no	4
106	no	no	4
106	yes	yes	11
106	yes	yes	13
107	yes	yes	1
107	yes	yes	5
107	no	no	7
107	no	no	10
107	yes	yes	14
108	no	no	2
108	yes	yes	4
108	no	no	8
108	no	no	8
108	no	no	8
109	yes	yes	2
109	no	no	5
109	yes	yes	8
109	no	no	8
109	yes	yes	8
110	yes	yes	2
110	yes	yes	5
110	yes	yes	8
110	yes	yes	8
110	yes	yes	13
111	no	no	2
111	yes	yes	4
111	yes	yes	4
111	no	no	10
111	yes	yes	10
112	no	no	2
112	no	no	4
112	yes	yes	7
112	yes	yes	7
112	no	no	13
113	no	no	2
113	yes	yes	2
113	no	no	7
113	yes	yes	8
113	no	no	8
114	yes	yes	1
114	no	no	1
114	yes	yes	4
114	yes	yes	7
114	no	no	10
115	yes	yes	1
115	no	no	2
115	no	no	2
115	yes	yes	10
115	no	no	10
116	no	no	2
116	yes	yes	5
116	yes	yes	7
116	yes	yes	7
116	yes	yes	10
117	no	no	2
117	yes	yes	5
117	yes	yes	7
117	no	no	5
117	no	no	10
118	no	no	2
118	no	no	5
118	yes	yes	4
118	no	no	11
118	yes	yes	14
119	yes	yes	2
119	yes	yes	5
119	no	no	8
119	no	no	10
119	no	no	13
120	yes	yes	1
120	yes	yes	4
120	no	no	7
120	no	no	11
120	yes	yes	11
121	no	no	1
121	no	no	5
121	yes	yes	5
121	yes	yes	8
121	no	no	8
122	yes	yes	2
122	yes	yes	5
122	no	no	7
122	no	no	10
122	yes	yes	11
123	yes	yes	2
123	yes	yes	5
123	no	no	5
123	no	no	11
123	yes	yes	10
124	no	no	1
124	yes	yes	2
124	no	no	2
124	no	no	11
124	yes	yes	14
125	yes	yes	2
125	yes	yes	2
125	no	no	7
125	no	no	11
125	no	no	11
126	no	no	5
126	no	no	9
126	no	no	9
126	yes	yes	12
126	no	no	18
127	yes	yes	2
127	no	no	4
127	yes	yes	7
127	yes	yes	7
127	yes	yes	14
128	yes	yes	2
128	no	no	1
128	yes	yes	8
128	yes	yes	10
128	no	no	13
129	no	no	2
129	yes	yes	4
129	no	no	8
129	yes	yes	8
129	no	no	14
130	no	no	1
130	no	no	5
130	no	no	5
130	no	no	5
130	yes	yes	14
131	yes	yes	3
131	yes	yes	6
131	no	no	4
131	yes	yes	13
131	yes	yes	16
132	no	no	2
132	yes	yes	4
132	yes	yes	4
132	no	no	7
132	yes	yes	13
133	yes	yes	2
133	no	no	2
133	no	no	7
133	yes	yes	5
133	yes	yes	14
134	no	no	1
134	no	no	1
134	yes	yes	5
134	no	no	8
134	yes	yes	14
135	no	no	2
135	no	no	5
135	no	no	5
135	yes	yes	10
135	yes	yes	10
136	yes	yes	1
136	no	no	1
136	no	no	7
136	yes	yes	7
136	no	no	11
137	yes	yes	1
137	no	no	1
137	no	no	8
137	yes	yes	8
137	no	no	13
138	yes	yes	2
138	yes	yes	2
138	no	no	7
138	yes	yes	7
138	no	no	13
139	yes	yes	2
139	no	no	2
139	no	no	7
139	yes	yes	11
139	yes	yes	8
140	no	no	2
140	no	no	4
140	no	no	4
140	yes	yes	11
140	yes	yes	10
141	no	no	2
141	yes	yes	5
141	no	no	5
141	no	no	11
141	yes	yes	11
142	no	no	3
142	yes	yes	7
142	yes	yes	6
142	no	no	13
142	no	no	13
143	yes	yes	2
143	no	no	4
143	no	no	8
143	yes	yes	10
143	no	no	10
144	no	no	1
144	yes	yes	2
144	yes	yes	4
144	no	no	10
144	no	no	10
145	no	no	2
145	no	no	4
145	no	no	4
145	no	no	11
145	yes	yes	14
146	no	no	1
146	no	no	5
146	yes	yes	7
146	yes	yes	10
146	no	no	14
147	yes	yes	1
147	yes	yes	5
147	yes	yes	7
147	yes	yes	7
147	yes	yes	11
148	yes	yes	1
148	no	no	5
148	no	no	2
148	no	no	7
148	yes	yes	14
149	no	no	1
149	yes	yes	5
149	yes	yes	7
149	no	no	5
149	yes	yes	14
150	yes	yes	1
150	no	no	1
150	yes	yes	8
150	yes	yes	10
150	yes	yes	13
151	no	no	1
151	no	no	5
151	yes	yes	7
151	no	no	10
151	yes	yes	10
152	yes	yes	4
152	no	no	6
152	yes	yes	10
152	no	no	13
152	no	no	13
153	no	no	2
153	yes	yes	2
153	yes	yes	7
153	yes	yes	8
153	yes	yes	11
154	yes	yes	2
154	no	no	2
154	no	no	2
154	yes	yes	5
154	no	no	16
155	yes	yes	1
155	no	no	4
155	yes	yes	7
155	yes	yes	10
155	no	no	11
156	yes	yes	2
156	no	no	2
156	yes	yes	5
156	no	no	7
156	yes	yes	13
157	yes	yes	1
157	yes	yes	4
157	yes	yes	4
157	yes	yes	10
157	yes	yes	14
158	no	no	1
158	no	no	4
158	yes	yes	8
158	yes	yes	8
158	no	no	14
159	yes	yes	2
159	no	no	1
159	yes	yes	2
159	no	no	11
159	yes	yes	8
160	no	no	4
160	no	no	4
160	no	no	10
160	no	no	13
160	no	no	12
161	no	no	1
161	yes	yes	5
161	yes	yes	7
161	yes	yes	11
161	no	no	11
162	no	no	4
162	yes	yes	6
162	no	no	7
162	yes	yes	12
162	yes	yes	15
163	yes	yes	1
163	yes	yes	4
163	yes	yes	7
163	no	no	10
163	yes	yes	14
164	yes	yes	2
164	no	no	5
164	no	no	5
164	yes	yes	11
164	yes	yes	14
165	no	no	1
165	no	no	5
165	yes	yes	8
165	no	no	8
165	no	no	8
166	yes	yes	1
166	no	no	4
166	yes	yes	8
166	yes	yes	11
166	yes	yes	11
167	yes	yes	1
167	yes	yes	4
167	yes	yes	4
167	no	no	8
167	yes	yes	13
168	no	no	2
168	no	no	5
168	no	no	4
168	no	no	10
168	no	no	14
169	no	no	1
169	yes	yes	4
169	yes	yes	8
169	yes	yes	8
169	no	no	14
170	yes	yes	1
170	yes	yes	1
170	yes	yes	5
170	yes	yes	5
170	no	no	13
171	yes	yes	2
171	no	no	4
171	no	no	4
171	yes	yes	11
171	yes	yes	8
172	no	no	1
172	yes	yes	2
172	no	no	8
172	yes	yes	8
172	yes	yes	13
173	no	no	2
173	yes	yes	4
173	no	no	4
173	yes	yes	10
173	yes	yes	11
174	yes	yes	3
174	yes	yes	7
174	yes	yes	9
174	no	no	13
174	no	no	10
175	no	no	1
175	no	no	5
175	yes	yes	2
175	no	no	7
175	no	no	14
176	yes	yes	1
176	no	no	4
176	yes	yes	7
176	yes	yes	11
176	yes	yes	11
177	yes	yes	1
177	yes	yes	4
177	no	no	8
177	no	no	8
177	no	no	14
178	no	no	1
178	yes	yes	5
178	yes	yes	8
178	no	no	8
178	yes	yes	11
179	yes	yes	2
179	yes	yes	4
179	yes	yes	7
179	yes	yes	8
179	yes	yes	14
180	yes	yes	1
180	yes	yes	1
180	no	no	7
180	no	no	5
180	no	no	10
181	no	no	2
181	no	no	5
181	yes	yes	7
181	no	no	8
181	yes	yes	14
182	yes	yes	2
182	no	no	1
182	yes	yes	4
182	no	no	11
182	yes	yes	11
183	yes	yes	1
183	yes	yes	5
183	yes	yes	8
183	yes	yes	10
183	yes	yes	14
184	no	no	1
184	no	no	2
184	yes	yes	2
184	no	no	11
184	no	no	14
185	yes	yes	1
185	no	no	4
185	yes	yes	7
185	yes	yes	10
185	yes	yes	14
186	no	no	4
186	no	no	7
186	yes	yes	10
186	yes	yes	12
186	no	no	13
187	yes	yes	4
187	no	no	7
187	no	no	9
187	yes	yes	12
187	no	no	16
188	no	no	1
188	no	no	4
188	no	no	4
188	yes	yes	10
188	yes	yes	13
189	yes	yes	1
189	no	no	4
189	no	no	8
189	no	no	7
189	no	no	13
190	yes	yes	1
190	yes	yes	4
190	yes	yes	8
190	yes	yes	11
190	yes	yes	14
191	no	no	1
191	yes	yes	4
191	yes	yes	8
191	yes	yes	5
191	yes	yes	11
192	yes	yes	1
192	yes	yes	5
192	yes	yes	5
192	yes	yes	8
192	no	no	10
193	yes	yes	1
193	yes	yes	5
193	yes	yes	5
193	yes	yes	5
193	yes	yes	8
194	yes	yes	2
194	yes	yes	5
194	no	no	7
194	yes	yes	7
194	yes	yes	8
195	yes	yes	2
195	no	no	5
195	yes	yes	8
195	yes	yes	5
195	yes	yes	14
196	no	no	1
196	yes	yes	1
196	no	no	8
196	no	no	5
196	no	no	14
197	no	no	1
197	no	no	5
197	no	no	8
197	no	no	8
197	no	no	13
198	yes	yes	2
198	yes	yes	2
198	no	no	5
198	yes	yes	10
198	yes	yes	10
199	yes	yes	2
199	yes	yes	2
199	no	no	2
199	no	no	7
199	yes	yes	13
200	no	no	1
200	yes	yes	1
200	yes	yes	4
200	no	no	10
200	no	no	13
201	yes	yes	1
201	no	no	5
201	yes	yes	7
201	yes	yes	7
201	no	no	13
202	yes	yes	1
202	yes	yes	5
202	yes	yes	7
202	yes	yes	7
202	no	no	14
203	yes	yes	3
203	yes	yes	6
203	yes	yes	6
203	no	no	13
203	no	no	12
204	yes	yes	3
204	no	no	3
204	yes	yes	6
204	yes	yes	13
204	no	no	13
205	yes	yes	1
205	no	no	4
205	yes	yes	8
205	no	no	11
205	yes	yes	11
206	no	no	1
206	yes	yes	5
206	no	no	8
206	no	no	10
206	no	no	14
207	no	no	3
207	yes	yes	6
207	no	no	6
207	yes	yes	10
207	no	no	16
208	no	no	2
208	yes	yes	5
208	yes	yes	8
208	no	no	7
208	yes	yes	13
209	yes	yes	1
209	yes	yes	5
209	yes	yes	2
209	no	no	11
209	yes	yes	11
210	yes	yes	1
210	no	no	5
210	yes	yes	7
210	no	no	11
210	yes	yes	14
211	yes	yes	2
211	yes	yes	4
211	no	no	5
211	yes	yes	7
211	no	no	13
212	no	no	1
212	no	no	2
212	no	no	7
212	no	no	11
212	yes	yes	11
213	yes	yes	2
213	yes	yes	4
213	no	no	7
213	yes	yes	10
213	yes	yes	11
214	yes	yes	2
214	no	no	5
214	no	no	5
214	no	no	8
214	no	no	8
215	no	no	3
215	yes	yes	7
215	yes	yes	7
215	yes	yes	13
215	no	no	15
216	yes	yes	1
216	yes	yes	1
216	no	no	8
216	no	no	10
216	yes	yes	13
217	no	no	2
217	yes	yes	5
217	no	no	5
217	no	no	5
217	yes	yes	13
218	yes	yes	2
218	no	no	5
218	yes	yes	7
218	no	no	10
218	no	no	13
219	yes	yes	2
219	no	no	2
219	no	no	8
219	yes	yes	10
219	no	no	13
220	yes	yes	2
220	yes	yes	4
220	yes	yes	5
220	yes	yes	8
220	no	no	14
221	no	no	1
221	yes	yes	5
221	no	no	5
221	no	no	11
221	yes	yes	14
222	no	no	1
222	yes	yes	5
222	no	no	5
222	no	no	5
222	no	no	14
223	yes	yes	2
223	yes	yes	2
223	yes	yes	4
223	no	no	5
223	no	no	10
224	no	no	2
224	no	no	2
224	yes	yes	2
224	no	no	7
224	no	no	11
225	yes	yes	1
225	yes	yes	1
225	yes	yes	8
225	yes	yes	11
225	yes	yes	13
226	no	no	3
226	yes	yes	4
226	yes	yes	9
226	yes	yes	12
226	yes	yes	15
227	yes	yes	2
227	yes	yes	2
227	no	no	5
227	yes	yes	10
227	yes	yes	13
228	no	no	2
228	no	no	4
228	yes	yes	4
228	yes	yes	8
228	no	no	13
229	no	no	2
229	no	no	2
229	no	no	2
229	no	no	7
229	yes	yes	14
230	yes	yes	2
230	no	no	4
230	no	no	4
230	yes	yes	11
230	no	no	10
231	yes	yes	1
231	no	no	5
231	no	no	5
231	no	no	11
231	yes	yes	11
232	no	no	1
232	yes	yes	5
232	no	no	8
232	yes	yes	5
232	yes	yes	14
233	yes	yes	1
233	no	no	1
233	no	no	7
233	yes	yes	11
233	yes	yes	14
234	no	no	1
234	yes	yes	4
234	no	no	5
234	yes	yes	11
234	no	no	13
235	yes	yes	1
235	yes	yes	2
235	yes	yes	7
235	no	no	5
235	no	no	14
236	no	no	1
236	no	no	4
236	no	no	5
236	yes	yes	10
236	no	no	10
237	no	no	2
237	yes	yes	2
237	no	no	2
237	no	no	8
237	yes	yes	13
238	no	no	2
238	no	no	2
238	yes	yes	7
238	yes	yes	10
238	no	no	11
239	yes	yes	1
239	yes	yes	4
239	no	no	7
239	no	no	10
239	yes	yes	14
240	yes	yes	2
240	no	no	4
240	yes	yes	4
240	yes	yes	10
240	yes	yes	14
241	no	no	1
241	yes	yes	4
241	no	no	5
241	yes	yes	11
241	no	no	14
242	no	no	2
242	no	no	4
242	yes	yes	5
242	yes	yes	8
242	no	no	14
243	no	no	2
243	no	no	5
243	yes	yes	2
243	yes	yes	10
243	yes	yes	11
244	no	no	1
244	no	no	5
244	no	no	7
244	no	no	10
244	no	no	14
245	yes	yes	1
245	yes	yes	4
245	yes	yes	4
245	yes	yes	10
245	no	no	14
246	no	no	1
246	yes	yes	5
246	no	no	5
246	no	no	10
246	no	no	11
247	no	no	2
247	no	no	5
247	yes	yes	7
247	yes	yes	7
247	no	no	13
248	no	no	1
248	no	no	1
248	no	no	2
248	no	no	11
248	no	no	14
249	yes	yes	2
249	no	no	2
249	yes	yes	2
249	yes	yes	10
249	no	no	14
250	no	no	2
250	yes	yes	5
250	yes	yes	8
250	no	no	8
250	yes	yes	14
251	no	no	2
251	no	no	2
251	no	no	2
251	yes	yes	11
251	no	no	14
252	yes	yes	4
252	no	no	4
252	no	no	9
252	yes	yes	10
252	no	no	10
253	no	no	1
253	no	no	5
253	yes	yes	5
253	no	no	11
253	yes	yes	13
254	no	no	1
254	yes	yes	4
254	no	no	7
254	yes	yes	10
254	yes	yes	8
255	yes	yes	3
255	yes	yes	3
255	yes	yes	9
255	no	no	12
255	yes	yes	13
256	no	no	2
256	no	no	2
256	no	no	7
256	yes	yes	11
256	yes	yes	14
257	no	no	1
257	yes	yes	5
257	no	no	7
257	yes	yes	11
257	yes	yes	13
258	no	no	1
258	no	no	1
258	yes	yes	4
258	no	no	11
258	yes	yes	14
259	no	no	1
259	no	no	1
259	no	no	7
259	no	no	11
259	yes	yes	13
260	no	no	1
260	yes	yes	4
260	yes	yes	7
260	no	no	7
260	no	no	14
261	yes	yes	2
261	yes	yes	4
261	yes	yes	8
261	no	no	8
261	yes	yes	14
262	no	no	1
262	yes	yes	5
262	no	no	7
262	no	no	8
262	no	no	11
263	yes	yes	2
263	yes	yes	4
263	yes	yes	5
263	yes	yes	5
263	yes	yes	13
264	no	no	2
264	no	no	4
264	no	no	5
264	no	no	8
264	no	no	10
265	no	no	2
265	yes	yes	5
265	no	no	5
265	no	no	11
265	no	no	11
266	no	no	1
266	no	no	4
266	no	no	7
266	no	no	11
266	yes	yes	11
267	yes	yes	1
267	no	no	2
267	no	no	7
267	no	no	7
267	yes	yes	13
268	yes	yes	1
268	no	no	5
268	no	no	4
268	yes	yes	8
268	yes	yes	8
269	no	no	1
269	yes	yes	1
269	no	no	5
269	no	no	10
269	yes	yes	11
270	yes	yes	2
270	no	no	4
270	no	no	4
270	yes	yes	7
270	no	no	14
271	yes	yes	2
271	no	no	2
271	no	no	7
271	no	no	11
271	yes	yes	11
272	no	no	1
272	no	no	5
272	yes	yes	7
272	yes	yes	5
272	yes	yes	14
273	no	no	2
273	yes	yes	5
273	yes	yes	7
273	no	no	11
273	no	no	11
274	yes	yes	2
274	no	no	5
274	no	no	2
274	no	no	8
274	no	no	8
